8.01E+00,0.00E+00,4.34E+07
1.60E+01,0.00E+00,5.75E+07
2.40E+01,0.00E+00,7.30E+07
3.20E+01,0.00E+00,8.57E+07
4.00E+01,1.25E+02,9.65E+07
4.80E+01,8.75E+02,1.06E+08
5.60E+01,3.00E+03,1.15E+08
6.40E+01,9.00E+03,1.22E+08
7.20E+01,3.00E+04,1.30E+08
8.00E+01,7.15E+04,1.35E+08
8.80E+01,1.67E+05,1.39E+08
9.60E+01,2.80E+05,1.41E+08
1.04E+02,4.37E+05,1.40E+08
1.12E+02,5.86E+05,1.36E+08
1.20E+02,7.72E+05,1.30E+08
1.28E+02,9.25E+05,1.21E+08
1.36E+02,1.02E+06,1.11E+08
1.44E+02,1.06E+06,9.89E+07
1.52E+02,1.08E+06,8.66E+07
1.60E+02,1.05E+06,7.40E+07
1.68E+02,9.82E+05,6.19E+07
1.76E+02,8.78E+05,5.08E+07
1.84E+02,7.36E+05,4.12E+07
1.92E+02,6.18E+05,3.28E+07
2.00E+02,4.92E+05,2.57E+07
2.08E+02,3.88E+05,1.98E+07
2.16E+02,2.79E+05,1.51E+07
2.24E+02,2.08E+05,1.16E+07
2.32E+02,1.48E+05,8.78E+06
2.40E+02,1.04E+05,6.66E+06
2.48E+02,7.23E+04,5.02E+06
2.56E+02,4.09E+04,3.79E+06
2.64E+02,2.80E+04,2.86E+06
2.72E+02,1.50E+04,2.19E+06
2.80E+02,8.63E+03,1.68E+06
2.88E+02,5.75E+03,1.32E+06
2.96E+02,2.38E+03,9.85E+05
3.04E+02,2.00E+03,7.32E+05
3.12E+02,7.50E+02,5.73E+05
3.20E+02,2.50E+02,4.50E+05
3.28E+02,2.50E+02,3.32E+05
3.36E+02,0.00E+00,2.61E+05
3.44E+02,0.00E+00,1.94E+05
3.52E+02,0.00E+00,1.51E+05
3.60E+02,0.00E+00,1.14E+05
3.68E+02,0.00E+00,7.83E+04
3.76E+02,0.00E+00,5.79E+04
3.84E+02,0.00E+00,4.30E+04
3.92E+02,0.00E+00,2.60E+04
4.00E+02,0.00E+00,2.24E+04
4.08E+02,0.00E+00,1.53E+04
4.16E+02,0.00E+00,9.25E+03
4.24E+02,0.00E+00,6.00E+03
4.32E+02,0.00E+00,2.63E+03
4.40E+02,0.00E+00,2.25E+03
4.48E+02,0.00E+00,2.00E+03
4.56E+02,0.00E+00,1.50E+03
4.64E+02,0.00E+00,1.25E+03
4.72E+02,0.00E+00,1.25E+02
4.80E+02,0.00E+00,0.00E+00
4.88E+02,0.00E+00,0.00E+00
4.96E+02,0.00E+00,0.00E+00
5.04E+02,0.00E+00,0.00E+00
5.12E+02,0.00E+00,0.00E+00
5.20E+02,0.00E+00,0.00E+00
5.28E+02,0.00E+00,0.00E+00
5.36E+02,0.00E+00,0.00E+00
5.44E+02,0.00E+00,0.00E+00
5.52E+02,0.00E+00,0.00E+00
5.60E+02,0.00E+00,0.00E+00
5.68E+02,0.00E+00,0.00E+00
5.76E+02,0.00E+00,0.00E+00
5.84E+02,0.00E+00,0.00E+00
5.92E+02,0.00E+00,0.00E+00
6.00E+02,0.00E+00,0.00E+00
6.08E+02,0.00E+00,0.00E+00
6.16E+02,0.00E+00,0.00E+00
6.24E+02,0.00E+00,0.00E+00
6.32E+02,0.00E+00,0.00E+00
6.40E+02,0.00E+00,0.00E+00
6.48E+02,0.00E+00,0.00E+00
6.56E+02,0.00E+00,0.00E+00
6.64E+02,0.00E+00,0.00E+00
6.72E+02,0.00E+00,0.00E+00
6.80E+02,0.00E+00,0.00E+00
6.88E+02,0.00E+00,0.00E+00
6.96E+02,0.00E+00,0.00E+00
7.04E+02,0.00E+00,0.00E+00
7.12E+02,0.00E+00,0.00E+00
7.20E+02,0.00E+00,0.00E+00
7.28E+02,0.00E+00,0.00E+00
7.36E+02,0.00E+00,0.00E+00
7.44E+02,0.00E+00,0.00E+00
7.52E+02,0.00E+00,0.00E+00
7.60E+02,0.00E+00,0.00E+00
7.68E+02,0.00E+00,0.00E+00
7.76E+02,0.00E+00,0.00E+00
7.84E+02,0.00E+00,0.00E+00
7.92E+02,0.00E+00,0.00E+00
8.00E+02,0.00E+00,0.00E+00
